level_0,index,year,month,day,rain,tmax,tmin,srad,Tmean,district
1108,1108,2020,1,14,2.1,22.4,11.3,19.6,16.85,Debre Elias
1109,1109,2020,1,15,0.6,23.1,10.9,21.6,17.0,Debre Elias
1110,1110,2020,1,16,0.0,22.2,11.4,19.0,16.8,Debre Elias
1111,1111,2020,1,17,0.0,24.2,10.7,23.5,17.45,Debre Elias
1112,1112,2020,1,18,0.0,25.1,10.6,24.7,17.85,Debre Elias
1113,1113,2020,1,19,0.0,25.0,10.5,24.7,17.75,Debre Elias
1114,1114,2020,1,20,0.0,25.7,11.0,24.9,18.35,Debre Elias
1115,1115,2020,1,21,0.6,23.5,10.9,22.4,17.2,Debre Elias
1116,1116,2020,1,22,1.0,23.8,10.6,23.1,17.2,Debre Elias
1117,1117,2020,1,23,0.0,21.9,10.8,19.7,16.35,Debre Elias
1118,1118,2020,1,24,5.8,21.2,10.5,19.1,15.85,Debre Elias
1119,1119,2020,1,25,0.0,22.6,10.6,21.5,16.6,Debre Elias
1120,1120,2020,1,26,0.0,22.1,11.4,19.1,16.75,Debre Elias
1121,1121,2020,1,27,0.0,23.0,10.6,22.2,16.8,Debre Elias
1122,1122,2020,1,28,0.0,24.1,10.7,23.5,17.4,Debre Elias
1123,1123,2020,1,29,0.0,24.5,11.7,22.7,18.1,Debre Elias
1124,1124,2020,1,30,1.3,23.1,11.6,20.6,17.35,Debre Elias
1125,1125,2020,1,31,1.3,24.1,11.2,22.9,17.65,Debre Elias
1126,1126,2020,2,1,0.0,23.2,11.1,21.8,17.15,Debre Elias
1127,1127,2020,2,2,0.0,21.4,11.2,18.2,16.299999999999997,Debre Elias
1128,1128,2020,2,3,1.7,22.5,10.7,21.2,16.6,Debre Elias
1129,1129,2020,2,4,10.2,20.4,10.9,16.6,15.649999999999999,Debre Elias
1130,1130,2020,2,5,7.5,21.8,10.6,20.0,16.2,Debre Elias
1131,1131,2020,2,6,1.3,23.2,11.1,21.7,17.15,Debre Elias
1132,1132,2020,2,7,7.7,21.3,11.0,18.3,16.15,Debre Elias
1133,1133,2020,2,8,0.2,22.3,10.3,21.7,16.3,Debre Elias
1134,1134,2020,2,9,0.0,22.7,11.2,20.8,16.95,Debre Elias
1135,1135,2020,2,10,0.0,23.4,10.8,22.6,17.1,Debre Elias
1136,1136,2020,2,11,1.5,24.0,11.4,22.7,17.7,Debre Elias
1137,1137,2020,2,12,2.2,22.2,11.0,20.2,16.6,Debre Elias
1138,1138,2020,2,13,2.9,21.9,10.6,20.4,16.25,Debre Elias
1139,1139,2020,2,14,0.0,23.4,9.4,24.6,16.4,Debre Elias
1140,1140,2020,2,15,0.0,24.3,8.8,26.3,16.55,Debre Elias
1141,1141,2020,2,16,0.0,24.2,8.1,26.9,16.15,Debre Elias
1142,1142,2020,2,17,0.0,24.3,8.8,26.3,16.55,Debre Elias
1143,1143,2020,2,18,2.8,22.7,10.9,21.4,16.8,Debre Elias
1144,1144,2020,2,19,0.0,22.8,11.4,20.7,17.1,Debre Elias
1145,1145,2020,2,20,11.7,22.0,11.6,18.8,16.8,Debre Elias
1146,1146,2020,2,21,0.8,21.4,10.8,19.0,16.1,Debre Elias
1147,1147,2020,2,22,0.0,23.9,10.3,24.2,17.1,Debre Elias
1148,1148,2020,2,23,0.0,24.1,9.5,25.5,16.8,Debre Elias
1149,1149,2020,2,24,0.0,24.3,8.6,26.6,16.45,Debre Elias
1150,1150,2020,2,25,0.0,24.1,8.3,26.7,16.200000000000003,Debre Elias
1151,1151,2020,2,26,0.0,24.5,8.0,27.3,16.25,Debre Elias
1152,1152,2020,2,27,0.0,25.0,8.8,27.1,16.9,Debre Elias
1153,1153,2020,2,28,0.0,25.1,9.0,27.1,17.05,Debre Elias
1154,1154,2020,3,1,0.0,26.2,8.0,28.4,17.1,Debre Elias
1155,1155,2020,3,2,0.0,26.0,9.5,27.4,17.75,Debre Elias
1156,1156,2020,3,3,0.0,26.3,8.9,28.0,17.6,Debre Elias
1157,1157,2020,3,4,0.0,25.4,7.5,28.3,16.45,Debre Elias
1158,1158,2020,3,5,0.0,25.6,7.6,28.3,16.6,Debre Elias
1159,1159,2020,3,6,0.0,25.6,8.7,27.7,17.15,Debre Elias
1160,1160,2020,3,7,0.0,26.0,9.2,27.6,17.6,Debre Elias
1161,1161,2020,3,8,0.0,26.3,11.2,26.2,18.75,Debre Elias
1162,1162,2020,3,9,0.0,27.8,13.9,24.7,20.85,Debre Elias
1163,1163,2020,3,10,0.0,27.7,12.5,26.3,20.1,Debre Elias
1164,1164,2020,3,11,0.0,28.2,11.5,27.5,19.85,Debre Elias
1165,1165,2020,3,12,0.0,25.9,11.7,25.1,18.799999999999997,Debre Elias
1166,1166,2020,3,13,0.0,27.1,12.8,25.2,19.950000000000003,Debre Elias
1167,1167,2020,3,14,0.0,27.9,12.9,26.0,20.4,Debre Elias
1168,1168,2020,3,15,0.0,27.3,11.8,26.5,19.55,Debre Elias
1169,1169,2020,3,16,0.0,26.8,11.9,25.9,19.35,Debre Elias
1170,1170,2020,3,17,0.8,25.6,13.2,22.5,19.4,Debre Elias
1171,1171,2020,3,18,2.9,26.6,14.0,22.7,20.3,Debre Elias
1172,1172,2020,3,19,1.9,26.1,13.4,23.0,19.75,Debre Elias
1173,1173,2020,3,20,1.7,25.0,13.3,21.2,19.15,Debre Elias
1174,1174,2020,3,21,0.6,25.1,12.8,22.4,18.950000000000003,Debre Elias
1175,1175,2020,3,22,4.5,24.4,12.5,21.5,18.45,Debre Elias
1176,1176,2020,3,23,4.7,23.6,13.3,18.4,18.450000000000003,Debre Elias
1177,1177,2020,3,24,10.6,21.7,12.0,17.1,16.85,Debre Elias
1178,1178,2020,3,25,12.3,22.3,12.3,17.8,17.3,Debre Elias
1179,1179,2020,3,26,4.3,23.2,11.6,21.1,17.4,Debre Elias
1180,1180,2020,3,27,3.7,23.6,12.0,21.0,17.8,Debre Elias
1181,1181,2020,3,28,1.2,24.3,11.1,23.6,17.7,Debre Elias
1182,1182,2020,3,29,1.8,24.3,11.5,23.0,17.9,Debre Elias
1183,1183,2020,3,30,2.6,24.2,12.2,21.6,18.2,Debre Elias
1184,1184,2020,3,31,9.3,22.3,13.0,16.2,17.65,Debre Elias
1185,1185,2020,4,1,0.0,25.6,12.0,24.2,18.8,Debre Elias
1186,1186,2020,4,2,0.0,25.8,11.9,24.6,18.85,Debre Elias
1187,1187,2020,4,3,0.0,24.1,11.7,22.3,17.9,Debre Elias
1188,1188,2020,4,4,0.0,26.2,12.0,24.9,19.1,Debre Elias
1189,1189,2020,4,5,0.0,26.2,13.4,23.1,19.8,Debre Elias
1190,1190,2020,4,6,0.0,28.1,12.4,26.4,20.25,Debre Elias
1191,1191,2020,4,7,0.0,28.6,11.3,27.5,19.950000000000003,Debre Elias
1192,1192,2020,4,8,0.0,28.0,10.5,27.6,19.25,Debre Elias
1193,1193,2020,4,9,0.0,27.3,13.3,24.6,20.3,Debre Elias
1194,1194,2020,4,10,0.0,28.6,13.4,25.8,21.0,Debre Elias
1195,1195,2020,4,11,0.0,29.0,13.3,26.2,21.15,Debre Elias
1196,1196,2020,4,12,0.0,28.3,13.9,25.0,21.1,Debre Elias
1197,1197,2020,4,13,0.0,30.0,13.3,26.9,21.65,Debre Elias
1198,1198,2020,4,14,0.0,30.2,13.0,27.2,21.6,Debre Elias
1199,1199,2020,4,15,0.0,30.6,12.7,27.5,21.65,Debre Elias
1200,1200,2020,4,16,0.2,26.4,13.2,23.3,19.799999999999997,Debre Elias
1201,1201,2020,4,17,0.0,29.2,13.4,26.2,21.3,Debre Elias
1202,1202,2020,4,18,3.5,25.1,13.3,20.9,19.200000000000003,Debre Elias
1203,1203,2020,4,19,4.4,24.2,13.2,19.7,18.7,Debre Elias
1204,1204,2020,4,20,6.0,23.9,13.9,17.6,18.9,Debre Elias
1205,1205,2020,4,21,1.9,25.6,13.0,22.3,19.3,Debre Elias
1206,1206,2020,4,22,0.9,25.3,13.4,21.2,19.35,Debre Elias
1207,1207,2020,4,23,0.0,26.2,12.1,24.2,19.15,Debre Elias
1208,1208,2020,4,24,0.2,26.2,12.1,24.2,19.15,Debre Elias
1209,1209,2020,4,25,0.0,27.1,13.6,23.6,20.35,Debre Elias
1210,1210,2020,4,26,0.0,26.6,12.8,23.9,19.700000000000003,Debre Elias
1211,1211,2020,4,27,0.0,27.9,13.1,24.8,20.5,Debre Elias
1212,1212,2020,4,28,0.0,26.5,11.8,24.7,19.15,Debre Elias
1213,1213,2020,4,29,0.0,27.2,11.9,25.3,19.55,Debre Elias
1214,1214,2020,4,30,0.0,26.6,11.5,25.1,19.05,Debre Elias
1215,1215,2020,5,1,0.0,27.0,10.8,25.9,18.9,Debre Elias
1216,1216,2020,5,2,0.0,25.2,12.0,22.9,18.6,Debre Elias
1217,1217,2020,5,3,0.6,26.4,13.9,21.9,20.15,Debre Elias
1218,1218,2020,5,4,0.1,25.8,14.3,20.2,20.05,Debre Elias
1219,1219,2020,5,5,0.3,26.1,14.0,21.2,20.05,Debre Elias
1220,1220,2020,5,6,0.7,24.1,13.6,18.4,18.85,Debre Elias
1221,1221,2020,5,7,0.0,27.5,13.7,23.5,20.6,Debre Elias
1222,1222,2020,5,8,0.0,26.8,12.8,23.8,19.8,Debre Elias
1223,1223,2020,5,9,0.0,29.0,14.7,24.0,21.85,Debre Elias
1224,1224,2020,5,10,0.2,27.9,13.3,24.2,20.6,Debre Elias
1225,1225,2020,5,11,0.0,29.0,12.4,25.8,20.7,Debre Elias
1226,1226,2020,5,12,0.0,29.7,13.3,25.6,21.5,Debre Elias
1227,1227,2020,5,13,0.0,30.3,12.0,26.5,21.15,Debre Elias
1228,1228,2020,5,14,0.0,27.8,10.8,25.9,19.3,Debre Elias
1229,1229,2020,5,15,0.0,30.1,10.1,26.9,20.1,Debre Elias
1230,1230,2020,5,16,0.0,28.8,10.6,26.3,19.7,Debre Elias
1231,1231,2020,5,17,0.0,30.0,9.6,26.8,19.8,Debre Elias
1232,1232,2020,5,18,0.0,29.1,9.9,26.5,19.5,Debre Elias
1233,1233,2020,5,19,0.0,27.3,12.7,23.9,20.0,Debre Elias
1234,1234,2020,5,20,0.0,27.7,11.9,24.9,19.8,Debre Elias
1235,1235,2020,5,21,0.0,27.2,10.7,25.3,18.95,Debre Elias
1236,1236,2020,5,22,0.0,26.8,12.0,24.0,19.4,Debre Elias
1237,1237,2020,5,23,0.4,25.7,12.3,22.6,19.0,Debre Elias
1238,1238,2020,5,24,0.4,23.7,12.6,19.1,18.15,Debre Elias
1239,1239,2020,5,25,0.0,22.2,12.2,17.2,17.2,Debre Elias
1240,1240,2020,5,26,1.0,22.4,12.3,17.4,17.35,Debre Elias
1241,1241,2020,5,27,0.6,23.2,13.1,17.3,18.15,Debre Elias
1242,1242,2020,5,28,2.9,22.5,13.3,15.4,17.9,Debre Elias
1243,1243,2020,5,29,0.4,24.6,12.6,20.5,18.6,Debre Elias
1244,1244,2020,5,30,0.7,25.3,12.0,22.3,18.65,Debre Elias
1245,1245,2020,5,31,0.3,24.1,13.1,18.9,18.6,Debre Elias
1246,1246,2020,6,1,3.2,23.8,12.7,19.1,18.25,Debre Elias
1247,1247,2020,6,2,0.8,23.7,12.1,19.9,17.9,Debre Elias
1248,1248,2020,6,3,0.0,25.7,11.9,22.8,18.8,Debre Elias
1249,1249,2020,6,4,0.1,24.3,11.7,21.4,18.0,Debre Elias
1250,1250,2020,6,5,28.1,21.6,13.1,13.7,17.35,Debre Elias
1251,1251,2020,6,6,0.4,23.7,11.5,20.7,17.6,Debre Elias
1252,1252,2020,6,7,0.3,23.0,11.1,20.3,17.05,Debre Elias
1253,1253,2020,6,8,5.4,20.9,10.9,17.1,15.899999999999999,Debre Elias
1254,1254,2020,6,9,9.0,20.2,11.5,14.3,15.85,Debre Elias
1255,1255,2020,6,10,2.6,20.9,11.9,15.0,16.4,Debre Elias
1256,1256,2020,6,11,22.5,20.5,11.6,14.8,16.05,Debre Elias
1257,1257,2020,6,12,12.1,18.3,10.9,11.5,14.600000000000001,Debre Elias
1258,1258,2020,6,13,0.3,20.2,9.8,17.8,15.0,Debre Elias
1259,1259,2020,6,14,0.9,19.7,10.3,15.7,15.0,Debre Elias
1260,1260,2020,6,15,2.8,19.1,10.9,13.1,15.0,Debre Elias
1261,1261,2020,6,16,2.0,19.3,10.3,14.8,14.8,Debre Elias
1262,1262,2020,6,17,0.0,19.8,9.6,17.4,14.7,Debre Elias
1263,1263,2020,6,18,0.6,20.9,9.7,19.1,15.299999999999999,Debre Elias
1264,1264,2020,6,19,8.4,19.3,12.3,10.3,15.8,Debre Elias
1265,1265,2020,6,20,6.8,19.8,11.4,13.6,15.600000000000001,Debre Elias
1266,1266,2020,6,21,0.1,21.1,9.8,19.3,15.450000000000001,Debre Elias
1267,1267,2020,6,22,0.2,21.4,11.3,17.0,16.35,Debre Elias
1268,1268,2020,6,23,12.2,23.7,11.9,20.0,17.8,Debre Elias
1269,1269,2020,6,24,0.0,26.1,11.5,23.4,18.8,Debre Elias
1270,1270,2020,6,25,0.0,26.7,12.3,23.2,19.5,Debre Elias
1271,1271,2020,6,26,2.6,23.8,12.3,19.6,18.05,Debre Elias
1272,1272,2020,6,27,0.0,24.1,12.8,19.3,18.450000000000003,Debre Elias
1273,1273,2020,6,28,1.2,21.4,13.1,13.4,17.25,Debre Elias
1274,1274,2020,6,29,1.4,21.6,11.9,16.4,16.75,Debre Elias
1275,1275,2020,6,30,1.3,21.4,11.8,16.2,16.6,Debre Elias
1276,1276,2020,7,1,4.9,20.2,12.6,11.9,16.4,Debre Elias
1277,1277,2020,7,2,0.0,22.3,10.1,20.7,16.2,Debre Elias
1278,1278,2020,7,3,0.0,23.4,11.1,20.8,17.25,Debre Elias
1279,1279,2020,7,4,0.5,21.9,12.3,16.2,17.1,Debre Elias
1280,1280,2020,7,5,1.4,20.9,13.1,12.3,17.0,Debre Elias
1281,1281,2020,7,6,2.1,22.3,12.7,16.1,17.5,Debre Elias
1282,1282,2020,7,7,4.3,20.1,13.1,10.4,16.6,Debre Elias
1283,1283,2020,7,8,24.9,18.7,13.0,7.5,15.85,Debre Elias
1284,1284,2020,7,9,66.5,18.3,12.6,7.3,15.45,Debre Elias
1285,1285,2020,7,10,0.1,18.4,11.7,9.7,15.049999999999999,Debre Elias
1286,1286,2020,7,11,5.5,19.0,11.1,12.5,15.05,Debre Elias
1287,1287,2020,7,12,0.0,21.0,11.5,16.0,16.25,Debre Elias
1288,1288,2020,7,13,0.5,19.9,11.8,13.0,15.85,Debre Elias
1289,1289,2020,7,14,0.6,21.5,11.3,17.5,16.4,Debre Elias
1290,1290,2020,7,15,1.1,21.1,12.0,15.1,16.55,Debre Elias
1291,1291,2020,7,16,1.6,22.7,12.0,18.5,17.35,Debre Elias
1292,1292,2020,7,17,3.3,22.8,11.8,18.9,17.3,Debre Elias
1293,1293,2020,7,18,0.1,22.9,12.2,18.4,17.549999999999997,Debre Elias
1294,1294,2020,7,19,23.0,21.9,12.8,15.0,17.35,Debre Elias
1295,1295,2020,7,20,0.7,22.0,12.5,16.1,17.25,Debre Elias
1296,1296,2020,7,21,50.9,21.8,12.6,15.4,17.2,Debre Elias
1297,1297,2020,7,22,26.6,21.8,13.2,14.1,17.5,Debre Elias
1298,1298,2020,7,23,11.5,21.1,13.2,12.7,17.15,Debre Elias
1299,1299,2020,7,24,18.9,20.9,12.9,12.8,16.9,Debre Elias
1300,1300,2020,7,25,7.2,19.8,13.1,9.9,16.45,Debre Elias
1301,1301,2020,7,26,1.4,20.8,12.3,14.0,16.55,Debre Elias
1302,1302,2020,7,27,3.9,18.6,12.2,9.1,15.4,Debre Elias
1303,1303,2020,7,28,6.0,19.7,11.6,13.2,15.649999999999999,Debre Elias
1304,1304,2020,7,29,14.9,18.3,12.1,8.7,15.2,Debre Elias
1305,1305,2020,7,30,0.0,21.9,10.0,20.5,15.95,Debre Elias
1306,1306,2020,7,31,0.2,21.4,12.5,14.9,16.95,Debre Elias
1307,1307,2020,8,1,7.3,23.7,11.9,20.4,17.8,Debre Elias
1308,1308,2020,8,2,5.9,23.1,13.9,15.6,18.5,Debre Elias
1309,1309,2020,8,3,0.2,24.1,11.8,21.2,17.950000000000003,Debre Elias
1310,1310,2020,8,4,1.8,23.0,12.8,17.7,17.9,Debre Elias
1311,1311,2020,8,5,0.0,24.4,10.7,23.3,17.549999999999997,Debre Elias
1312,1312,2020,8,6,1.9,22.6,13.1,16.3,17.85,Debre Elias
1313,1313,2020,8,7,11.2,21.2,13.0,13.4,17.1,Debre Elias
1314,1314,2020,8,8,6.3,19.4,12.7,9.8,16.049999999999997,Debre Elias
1315,1315,2020,8,9,0.2,22.3,10.3,20.9,16.3,Debre Elias
1316,1316,2020,8,10,0.1,23.1,11.3,20.6,17.200000000000003,Debre Elias
1317,1317,2020,8,11,0.5,23.5,11.2,21.5,17.35,Debre Elias
1318,1318,2020,8,12,10.0,21.8,13.0,14.7,17.4,Debre Elias
1319,1319,2020,8,13,3.0,21.5,12.6,14.9,17.05,Debre Elias
1320,1320,2020,8,14,26.1,20.7,12.6,13.3,16.65,Debre Elias
1321,1321,2020,8,15,62.4,18.0,12.6,6.9,15.3,Debre Elias
1322,1322,2020,8,16,27.2,21.2,10.9,17.9,16.05,Debre Elias
1323,1323,2020,8,17,7.6,18.9,12.5,9.1,15.7,Debre Elias
1324,1324,2020,8,18,11.4,20.8,11.2,16.6,16.0,Debre Elias
1325,1325,2020,8,19,1.0,21.2,11.2,17.4,16.2,Debre Elias
1326,1326,2020,8,20,0.3,21.1,10.8,18.1,15.950000000000001,Debre Elias
1327,1327,2020,8,21,10.1,20.0,12.4,12.2,16.2,Debre Elias
1328,1328,2020,8,22,53.7,18.1,12.7,7.0,15.4,Debre Elias
1329,1329,2020,8,23,12.0,17.9,11.6,9.2,14.75,Debre Elias
1330,1330,2020,8,24,8.6,19.4,10.9,14.2,15.149999999999999,Debre Elias
1331,1331,2020,8,25,0.6,19.6,11.0,14.4,15.3,Debre Elias
1332,1332,2020,8,26,0.0,21.4,10.1,20.2,15.75,Debre Elias
1333,1333,2020,8,27,6.4,20.6,11.6,15.5,16.1,Debre Elias
1334,1334,2020,8,28,2.0,19.3,12.2,11.0,15.75,Debre Elias
1335,1335,2020,8,29,6.3,19.8,11.2,14.4,15.5,Debre Elias
1336,1336,2020,8,30,26.1,18.8,11.9,10.6,15.350000000000001,Debre Elias
1337,1337,2020,8,31,0.0,21.0,10.6,18.3,15.8,Debre Elias
1338,1338,2020,9,1,0.7,22.9,11.9,19.6,17.4,Debre Elias
1339,1339,2020,9,2,7.7,21.0,11.7,16.1,16.35,Debre Elias
1340,1340,2020,9,3,76.5,18.5,12.1,9.4,15.3,Debre Elias
1341,1341,2020,9,4,1.9,21.6,10.3,20.3,15.950000000000001,Debre Elias
1342,1342,2020,9,5,2.7,21.0,11.8,16.0,16.4,Debre Elias
1343,1343,2020,9,6,0.0,23.4,11.0,22.1,17.2,Debre Elias
1344,1344,2020,9,7,0.0,23.6,10.2,23.6,16.9,Debre Elias
1345,1345,2020,9,8,0.0,22.3,11.3,19.6,16.8,Debre Elias
1346,1346,2020,9,9,0.0,22.1,10.9,20.0,16.5,Debre Elias
1347,1347,2020,9,10,1.2,21.5,11.8,17.0,16.65,Debre Elias
1348,1348,2020,9,11,0.8,21.2,11.1,17.9,16.15,Debre Elias
1349,1349,2020,9,12,0.1,21.1,11.2,17.4,16.15,Debre Elias
1350,1350,2020,9,13,0.2,22.1,11.6,18.7,16.85,Debre Elias
1351,1351,2020,9,14,0.1,23.9,12.3,20.7,18.1,Debre Elias
1352,1352,2020,9,15,0.0,25.2,11.9,23.6,18.55,Debre Elias
1353,1353,2020,9,16,0.4,23.0,12.4,18.9,17.7,Debre Elias
1354,1354,2020,9,17,0.3,24.0,13.5,18.8,18.75,Debre Elias
1355,1355,2020,9,18,0.0,24.3,12.6,21.1,18.45,Debre Elias
1356,1356,2020,9,19,0.3,24.7,12.5,21.8,18.6,Debre Elias
1357,1357,2020,9,20,0.0,24.0,13.3,19.2,18.65,Debre Elias
1358,1358,2020,9,21,22.1,21.7,12.1,16.7,16.9,Debre Elias
1359,1359,2020,9,22,10.3,20.7,11.2,16.6,15.95,Debre Elias
1360,1360,2020,9,23,18.1,20.5,11.2,16.2,15.85,Debre Elias
1361,1361,2020,9,24,53.3,19.2,11.6,12.0,15.399999999999999,Debre Elias
1362,1362,2020,9,25,3.2,21.2,11.2,17.7,16.2,Debre Elias
1363,1363,2020,9,26,0.0,22.5,11.5,19.7,17.0,Debre Elias
1364,1364,2020,9,27,0.0,24.1,11.8,22.1,17.950000000000003,Debre Elias
1365,1365,2020,9,28,0.0,24.3,13.2,20.1,18.75,Debre Elias
1366,1366,2020,9,29,0.0,26.2,14.4,21.2,20.3,Debre Elias
1367,1367,2020,9,30,0.0,26.1,12.7,23.9,19.4,Debre Elias
1368,1368,2020,10,1,0.0,24.5,11.0,24.0,17.75,Debre Elias
1369,1369,2020,10,2,0.0,24.2,11.3,23.0,17.75,Debre Elias
1370,1370,2020,10,3,0.0,24.1,11.1,23.2,17.6,Debre Elias
1371,1371,2020,10,4,0.0,24.9,12.3,22.7,18.6,Debre Elias
1372,1372,2020,10,5,0.0,25.1,10.6,25.2,17.85,Debre Elias
1373,1373,2020,10,6,0.0,25.0,12.8,22.0,18.9,Debre Elias
1374,1374,2020,10,7,0.8,23.8,13.1,19.3,18.45,Debre Elias
1375,1375,2020,10,8,1.5,22.6,12.1,18.8,17.35,Debre Elias
1376,1376,2020,10,9,8.3,20.8,12.2,14.6,16.5,Debre Elias
1377,1377,2020,10,10,1.0,21.1,12.2,15.2,16.65,Debre Elias
1378,1378,2020,10,11,0.9,24.0,13.2,19.5,18.6,Debre Elias
1379,1379,2020,10,12,0.2,23.9,13.0,19.6,18.45,Debre Elias
1380,1380,2020,10,13,2.2,24.7,13.4,20.5,19.05,Debre Elias
1381,1381,2020,10,14,35.4,20.2,12.5,12.5,16.35,Debre Elias
1382,1382,2020,10,15,4.3,22.2,12.4,17.4,17.3,Debre Elias
1383,1383,2020,10,16,31.2,20.4,12.5,13.0,16.45,Debre Elias
1384,1384,2020,10,17,5.0,21.1,12.0,15.8,16.55,Debre Elias
1385,1385,2020,10,18,11.5,20.2,12.4,12.6,16.3,Debre Elias
1386,1386,2020,10,19,3.8,21.6,11.9,17.0,16.75,Debre Elias
1387,1387,2020,10,20,2.9,21.9,12.3,17.0,17.1,Debre Elias
1388,1388,2020,10,21,1.3,21.0,12.1,15.2,16.55,Debre Elias
1389,1389,2020,10,22,4.6,22.0,11.7,18.5,16.85,Debre Elias
1390,1390,2020,10,23,7.7,21.0,12.1,15.3,16.55,Debre Elias
1391,1391,2020,10,24,1.7,22.2,11.7,18.6,16.95,Debre Elias
1392,1392,2020,10,25,0.2,23.2,12.0,20.0,17.6,Debre Elias
1393,1393,2020,10,26,0.3,23.4,11.8,20.8,17.6,Debre Elias
1394,1394,2020,10,27,0.0,23.6,11.8,21.2,17.700000000000003,Debre Elias
1395,1395,2020,10,28,0.0,24.4,12.2,21.9,18.299999999999997,Debre Elias
1396,1396,2020,10,29,2.3,21.7,12.3,16.3,17.0,Debre Elias
1397,1397,2020,10,30,1.3,22.7,12.1,18.9,17.4,Debre Elias
1398,1398,2020,10,31,6.1,20.8,12.0,15.0,16.4,Debre Elias
1399,1399,2020,11,1,8.7,22.2,11.5,19.0,16.85,Debre Elias
1400,1400,2020,11,2,22.8,21.6,11.8,17.3,16.700000000000003,Debre Elias
1401,1401,2020,11,3,0.0,22.2,11.4,19.3,16.8,Debre Elias
1402,1402,2020,11,4,1.0,23.0,11.4,20.7,17.2,Debre Elias
1403,1403,2020,11,5,5.3,21.7,12.0,16.8,16.85,Debre Elias
1404,1404,2020,11,6,14.2,21.5,12.1,16.3,16.8,Debre Elias
1405,1405,2020,11,7,10.9,22.4,11.7,19.0,17.049999999999997,Debre Elias
1406,1406,2020,11,8,1.0,23.0,11.3,20.8,17.15,Debre Elias
1407,1407,2020,11,9,0.9,22.7,11.7,19.7,17.2,Debre Elias
1408,1408,2020,11,10,10.8,21.7,11.6,17.8,16.65,Debre Elias
1409,1409,2020,11,11,0.8,22.9,11.4,20.4,17.15,Debre Elias
1410,1410,2020,11,12,0.1,24.4,12.3,21.5,18.35,Debre Elias
1411,1411,2020,11,13,0.4,23.4,11.6,21.0,17.5,Debre Elias
1412,1412,2020,11,14,0.0,24.1,11.4,22.4,17.75,Debre Elias
1413,1413,2020,11,15,0.1,24.8,12.1,22.4,18.45,Debre Elias
1414,1414,2020,11,16,0.0,24.4,12.1,21.7,18.25,Debre Elias
1415,1415,2020,11,17,0.0,25.3,12.4,22.6,18.85,Debre Elias
1416,1416,2020,11,18,0.0,26.8,12.7,24.2,19.75,Debre Elias
1417,1417,2020,11,19,0.0,26.0,11.8,24.4,18.9,Debre Elias
1418,1418,2020,11,20,0.0,26.0,11.4,24.8,18.7,Debre Elias
1419,1419,2020,11,21,0.0,25.0,10.7,24.4,17.85,Debre Elias
1420,1420,2020,11,22,0.0,26.3,10.4,25.9,18.35,Debre Elias
1421,1421,2020,11,23,0.0,26.4,10.8,25.6,18.6,Debre Elias
1422,1422,2020,11,24,0.0,26.3,10.8,25.5,18.55,Debre Elias
1423,1423,2020,11,25,0.0,25.9,10.7,25.2,18.299999999999997,Debre Elias
1424,1424,2020,11,26,0.0,27.1,11.8,25.3,19.450000000000003,Debre Elias
1425,1425,2020,11,27,0.0,27.4,10.7,26.3,19.049999999999997,Debre Elias
1426,1426,2020,11,28,0.0,27.2,10.3,26.5,18.75,Debre Elias
1427,1427,2020,11,29,0.0,25.9,11.0,24.9,18.45,Debre Elias
1428,1428,2020,11,30,0.0,26.8,12.6,24.1,19.7,Debre Elias
1429,1429,2020,12,1,0.0,27.0,13.0,23.9,20.0,Debre Elias
1430,1430,2020,12,2,0.0,27.1,12.6,24.5,19.85,Debre Elias
1431,1431,2020,12,3,0.0,27.3,11.8,25.4,19.55,Debre Elias
1432,1432,2020,12,4,0.0,27.5,12.7,24.7,20.1,Debre Elias
1433,1433,2020,12,5,0.0,25.6,10.6,24.9,18.1,Debre Elias
1434,1434,2020,12,6,0.0,26.1,9.8,25.9,17.950000000000003,Debre Elias
1435,1435,2020,12,7,0.0,25.5,8.7,26.2,17.1,Debre Elias
1436,1436,2020,12,8,0.0,25.2,9.6,25.3,17.4,Debre Elias
1437,1437,2020,12,9,0.0,25.6,9.7,25.6,17.65,Debre Elias
1438,1438,2020,12,10,0.0,25.9,10.1,25.5,18.0,Debre Elias
1439,1439,2020,12,11,0.0,23.8,9.0,24.6,16.4,Debre Elias
1440,1440,2020,12,12,0.0,24.9,11.6,23.0,18.25,Debre Elias
1441,1441,2020,12,13,0.0,26.0,11.4,24.4,18.7,Debre Elias
1442,1442,2020,12,14,0.0,26.9,11.4,25.3,19.15,Debre Elias
1443,1443,2020,12,15,0.0,26.5,11.4,24.9,18.95,Debre Elias
1444,1444,2020,12,16,0.0,24.1,11.4,22.1,17.75,Debre Elias
1445,1445,2020,12,17,0.0,24.4,12.2,21.4,18.299999999999997,Debre Elias
1446,1446,2020,12,18,0.0,22.8,11.7,19.6,17.25,Debre Elias
1447,1447,2020,12,19,0.1,24.4,12.1,21.5,18.25,Debre Elias
1448,1448,2020,12,20,0.0,22.9,12.7,17.9,17.799999999999997,Debre Elias
1449,1449,2020,12,21,0.0,26.0,12.5,23.2,19.25,Debre Elias
1450,1450,2020,12,22,0.0,23.3,11.3,21.1,17.3,Debre Elias
1451,1451,2020,12,23,0.0,25.3,12.2,22.6,18.75,Debre Elias
1452,1452,2020,12,24,0.0,24.7,12.3,21.6,18.5,Debre Elias
